judul,harga,lokasi,kamar_tidur,kamar_mandi,luas_tanah,luas_bangunan,jumlah_garasi,daya_watt,jumlah_lantai,sertifikat_Hak_Pakai,sertifikat_Lainnya,sertifikat_PPJB,sertifikat_SHM,kota_Batu,kota_Gresik,kota_Jember,kota_Kediri,kota_Lumajang,kota_Madiun,kota_Malang,kota_Mojokerto,kota_Nganjuk,kota_Pamekasan,kota_Pasuruan,kota_Probolinggo,kota_Sidoarjo,kota_Situbondo,kota_Surabaya,kota_Trenggalek,kota_Tuban,kota_Tulungagung,kota_original,sertifikat_rumah_original
Cari Rumah di Malang Timur? Sawojajar Paling Strategis & Nyaman untuk Keluarga,2350000000,"Sawojajar, Malang",3,2,127,200,1,4400,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
"Rumah SHM di Banjarsari Gresik
, Gresik Kota",400000000,"Gresik Kota, Gresik",2,1,70,30,1,1300,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gresik,SHM
Bagus Shm Dekat Icon Mall Gresik,327000000,"Cerme, Gresik",2,1,60,36,1,1300,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gresik,SHM
Rumah 1 lantai di Menganti Baru SHM Utara,375000000,"Menganti, Surabaya",2,1,70,36,1,1300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Shm 2 Lantai Kebraon Surabaya,600000000,"Surabaya Kota, Surabaya",3,2,72,36,1,1300,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Shm 2 Lantai Mewah Baru,1200000000,"Lakarsantri, Surabaya",3,1,66,90,1,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Dekat Stasiun Dan Pintu Tol Surat Shm Bebas Banjir,300000000,"Cerme, Gresik",2,1,60,38,1,1300,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gresik,SHM
Rumah Dekat Ptc Surabaya Barat,300000000,"Menganti, Surabaya",2,1,60,36,1,1300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Baru SHM Gresik Kota,325000000,"Kebomas, Gresik",2,1,70,30,1,1300,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gresik,SHM
Rumah Sidorajo Kota Superblock,300000000,"Sidoarjo, Surabaya",2,1,70,36,1,1300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Dekat Ptc Surabaya SHM - Sertifikat Hak Milik,300000000,"Menganti, Surabaya",2,1,72,36,1,1300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"Rumah SHM - Sertifikat Hak Milik di jalan raya cerme gresik , Cerme",300000000,"Cerme, Gresik",2,1,60,30,1,1300,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gresik,SHM
Rumah Shm - Kebomas Gresik,400000000,"Gresik, Gresik",2,1,60,36,1,1300,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gresik,SHM
Rumah Krian Superblock SHM - Sertifikat Hak Milik,500000000,"Krian, Sidoarjo",2,1,100,50,1,1300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
Rumah Rungkut SHM - Sertifikat Hak Milik,600000000,"Rungkut, Surabaya",2,1,60,50,1,1300,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
rumah minimalis modern di gresik,350000000,"Cerme, Gresik",2,1,78,30,1,1300,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gresik,SHM
Rumah Modern Cluster Stamford Citraland SurabayaBarat,5990000000,"Citraland, Surabaya",4,3,210,270,1,5500,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"Dijual Rumah Mewah Full Furnish Ada Kolam, Balkon & View Pegunungan",3500000000,"Batu, Batu",4,3,262,218,2,2200,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Batu,PPJB
Rumah Terawat Cocok Keluarga Kecil Lokasi Dekat Exit Tol Pakis,550000000,"Pakis, Malang",2,1,90,41,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Jalan Anjasmoro Klojen Kota Malang,4500000000,"Klojen, Malang",7,4,502,1000,1,5500,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
"Rumah Baru Siap Huni Dekat Kota & Kampus Akses Mudah, Lingkungan Aman",440000000,"Karangploso, Malang",2,1,66,38,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Jual Tinggal Lokasi Strategis Nyaman Dekat Kampus Poltekes,8000000000,"Klojen, Malang",6,2,352,300,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah kos exclusive ring 1 area jl bend siguragura Malang,2900000000,"Lowokwaru, Malang",16,16,104,300,1,1300,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Hitung Tanah Jalan Bunga Bunga Cocok untuk Investasi,1600000000,"Lowokwaru, Malang",4,2,210,180,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Jual Perum Anggun Sejahtera Fasilitas Lengkap Dekat Tol Purwodadi Full Furnished,1400000000,"Lawang, Malang",2,2,102,84,1,1300,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Strategis Jantung Kota Selangkah ke Plaza Araya & Kampus Binus,850000000,"Araya, Malang",3,2,60,64,1,1300,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,HGB
Rumah Strategis Dekat Kampus UB & Polinema Cocok untuk Mahasiswa,825000000,"Lowokwaru, Malang",2,2,74,54,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
"i122 Rumah Baru Minimalis Modern Di Pandanwangi, Sulfat, Malang",1500000000,"Sulfat, Malang",4,3,96,170,1,1300,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Dijual Rumah Grand Royal Regency Wage Sidoarjo SHM,755000000,"Taman, Sidoarjo",2,1,97,80,1,1300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
Rumah Citra Harmoni Cluster Greenville Taman Trosobo Sidoarjo,695000000,"Taman, Sidoarjo",2,1,96,70,1,2200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
Rumah Minimalis Bagus Kavling Polda Jl Jeruk Wage Sidoarjo,770000000,"Taman, Sidoarjo",3,2,75,120,1,1300,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
Rumah Siap Huni Pusat Kota Di Ijen Klojen Malang,39000000000,"Klojen, Malang",4,5,997,500,6,7700,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
"Rumah di pandugo praja, Penjaringan sari - rungkut surabaya",895000000,"Rungkut, Surabaya",3,2,111,100,1,2200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Terawat Tengah Kota Malang Daerah Gunung-gunung Klojen,13500000000,"Malang Kota, Malang",5,4,700,300,2,9500,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
"Rumah Mewah Di Area Gunung-gunung, Klojen, Oro-oro Dowo, Malang",8000000000,"Malang Kota, Malang",4,4,423,350,2,4400,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Klasik - Lokasi Strategis Tengah Kota,18000000000,"Malang Kota, Malang",4,2,886,500,2,2200,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Klasik Kolonial Daerah Gunung-gunung Klojen Malang,20000000000,"Malang Kota, Malang",4,3,937,500,8,2200,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Strategis Di Daerah Gunung2 Klojen Malang Harga Miring,17500000000,"Malang Kota, Malang",3,3,1129,700,4,6600,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
"Rumah Premium Full Furnish Plus Private Pool Istana Dieng, Malang",13500000000,"Dieng, Malang",6,6,446,500,2,10000,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Dijual/Disewakan Rumah Terawat di Bukit Dieng Kota Malang,6000000000,"Dieng, Malang",4,2,635,350,2,4400,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Cantik Asri Di Ijen Nirwana Dieng Malang,3870000000,"Dieng, Malang",4,2,270,145,1,2200,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Butuh Cepat Laku Rumah Mewah di Bukit Dieng Kota Malang,7200000000,"Dieng, Malang",4,3,450,435,2,3300,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Terawat di Dieng Boulevard Pusat Kota Malang,16500000000,"Dieng, Malang",4,1,494,182,2,2200,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Promo Special Free Bphtb+bnyk Bonus Rumah Baru 2lt Siap Huni Mura,1600000000,"Pakal, Surabaya",3,3,94,150,1,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah grand aloha regency wage dekat waru grand royal deltasari,748000000,"Waru, Sidoarjo",2,2,98,110,1,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
Rumah Bagus Shm Di ******** Kampus Upn Sby,850000000,"Gununganyar, Surabaya",2,2,50,63,1,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"Rumah hook araya malang, singosari araya arcade belimbing",7190000000,"Malang Kota, Malang",7,7,575,650,1,5500,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah strategis 2 lantai dekat NK Cafe dan UMM,638000000,"Karangploso, Malang",3,2,42,65,1,1300,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah klasik modern 2 lantai dekat Bandara Malang,689000000,"Pakis, Malang",3,2,60,65,1,1300,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Villa 2 Lantai Kawasan Kebun Jeruk Dekat Malang Skyland,470000000,"Karangploso, Malang",2,2,63,52,1,1300,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
"Rumah Villa Minimalis Modern Karangploso, Malang",285000000,"Karangploso, Malang",2,1,75,40,1,1300,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,HGB
"Rumah kost strategis 2 lantai dekat Kampus UB, UIN, UMM",1350000000,"Merjosari, Malang",8,8,104,78,1,1300,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah modern strategis 2 lantai dekat Kanjuruhan dan Soepraoen,497000000,"Sukun, Malang",2,2,60,47,1,1300,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah villa strategis dekat wisata dan pendidikan Malang dan Batu,477000000,"Dau, Malang",2,1,72,36,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah villa modern 2 lantai dekat kebun teh dan exit tol Lawang,689000000,"Lawang, Malang",3,2,60,65,1,1300,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
"Rumah Subsidi Premium Dekat Exit Tol Sawojajar, Malang",176000000,"Pakis, Malang",2,1,60,25,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah modern scandinavian dekat exit tol Sawojajar,447000000,"Pakis, Malang",2,1,40,80,1,450,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Classic Siap Huni Wisata Bukit Mas Alexandria Full Furnish,4500000000,"Wiyung, Surabaya",5,4,240,266,1,4400,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Baru selangkah ke Unair Mall dan tengah kota Surabaya,2870000000,"Surabaya Kota, Surabaya",3,4,160,220,1,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Murah 2 Lantai Siap Huni Nortwest Hill Citraland Surabaya,1300000000,"Pakal, Surabaya",2,2,72,73,2,2200,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,Lainnya
Termurah! Babatan Pratama Selangkah Ke Mall Dan Toll Surabaya,3100000000,"Wiyung, Surabaya",4,3,200,250,2,16500,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"Dijual Rumah Cantik,Luas di Woodland Citraland , Siap Huni, Nego Langsung!",5700000000,"Citraland, Surabaya",4,4,210,360,2,7700,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual Rumah Cantik dalam Cluster Favorit – Grand Harvest Sby,1150000000,"Wiyung, Surabaya",1,1,60,60,1,1300,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
"Dijual Cepat Rumah Minimalis Grand Harvest, Cluster Belvoir",2000000000,"Wiyung, Surabaya",3,2,126,115,1,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"Rumah Siap Huni, sudah renovasi di Mulyosari Prima",1750000000,"Mulyosari, Surabaya",3,2,135,126,2,2200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual Cepat : Rumah Di Cluster Favorit Grand Harvest,1150000000,"Wiyung, Surabaya",2,2,60,80,1,1300,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"Dijual Rumah Wisma Kedung Asem, Rungkut,2 lanta 3 kamar,Siap huni",2300000000,"Kedung Baruk, Surabaya",3,2,144,250,1,3500,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual Rumah Mewah Ada Private Pool Di Royal Residence – Wiyung,7500000000,"Surabaya Kota, Surabaya",4,4,425,450,2,4400,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"DIJUAL Rumah Mewah siap huni di Gayungsari, strategis",11000000000,"Gayungan, Surabaya",5,5,594,1400,2,10600,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual Rumah Baru Gress di Puri Safira – Siap Huni!,1150000000,"Menganti, Gresik",3,2,144,144,1,2200,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gresik,SHM
"JUAL / SEWA, RUMAH LUAS & STRATEGIS, HOOK DI DUKUH KUPANG",5300000000,"Surabaya Kota, Surabaya",8,5,555,400,2,3500,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual Rumah Hitung Tanah. Baruk Utara Dekat Dengan Merr,1700000000,"Rungkut, Surabaya",2,1,180,116,1,3300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"JUAL Rumah Nyaman di Kebraon, Harga Terjangkau Lokasi Strategis!",1200000000,"Wiyung, Surabaya",3,2,100,57,1,2200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"Dijual Rumah Full Furnished, Take Over Kredit Di Citra Harmoni",250000000,"Sidoarjo, Sidoarjo",2,1,72,56,1,1300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
"Dijual Rumah Luas & Nyaman di Perumahan Sukodono, Sidoarjo",950000000,"Sukodono, Sidoarjo",5,3,191,100,1,5500,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
"Dijual Rumah Siap Huni, Furnished Di Perum Pondok Jati Sidoarjo",1500000000,"Sidoarjo, Surabaya",3,2,154,81,1,2200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Peluang Usaha Kos di Malang Lokasi Bagus Kamar Sudah Terisi,1950000000,"Malang Kota, Malang",7,3,132,185,1,900,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Perum Elit Tidar Dekat Kampus Ma Chung Akses Mudah Harga Murah,600000000,"Malang Kota, Malang",2,1,78,36,1,2200,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Terjangkau Lokasi Bagus Dekat Sekolah dan Cafe Bukit Delight,600000000,"Merjosari, Malang",2,1,86,56,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
"Rumah Idaman Keluarga Tenang, Aman, Dekat Segalanya Harga Murah",550000000,"Malang Kota, Malang",3,2,87,45,1,1300,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah 2 Lantai Furnish Layout Istimewa Ixora Valley Araya Malang,3550000000,"Araya, Malang",4,4,200,227,1,2200,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Dijual Rumah Murah Siap Huni Di Malang Suasana Nyaman Dan Asri,285000000,"Karangploso, Malang",3,1,60,45,1,900,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
"Rumah Perum Elite Dekat Abd Saleh, Pasar Pakis, & Kawasan Komersial",800000000,"Pakis, Malang",2,2,174,230,3,900,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Dijual Rumah Area Mulyoagung Dekat Kampus Muhammdiyah Malang,990000000,"Dau, Malang",5,4,121,178,1,2200,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Dijual Rumah Baru Lokasi Dekat Cafe Omah Ndeso ON Malang,371000000,"Wagir, Malang",2,1,81,37,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
"Di Jual Rumah Di Citra Land, Cluster Palma Grandia Surabaya",2500000000,"Pakal, Surabaya",4,4,180,158,1,2200,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,PPJB
"Rumah Perumahan Akses Mudah Dekat Kampus Unmer, Supermarket",800000000,"Dieng, Malang",2,2,98,120,1,2200,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
DIJUAL Rumah Dekat Universitas Petra Halaman Luas Kota Surabaya,3700000000,"Surabaya Kota, Surabaya",11,7,306,340,1,5500,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Best Price Rumah Murah Jarang Ada Dalam Perumahan Kota Malang,350000000,"Lowokwaru, Malang",2,1,67,37,1,900,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,Lainnya
Rumah Kos Renovasi Baru One Gate System Strategis Dekat Kampus Brawijaya,1900000000,"Lowokwaru, Malang",12,8,144,288,1,2200,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Turun Harga! Rumah Baru Manyar Surabaya Timur,3000000000,"Sukolilo, Surabaya",4,4,150,215,2,3500,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Di Jual Rumah Murah Dekat Mall Plaza Marina Jl Sidosermo Surabaya,1650000000,"Wonocolo, Surabaya",3,2,100,128,1,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Usaha Raya Kalijudan Komersil Murah,1080000000,"Mulyorejo, Surabaya",1,1,119,98,1,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Di Jual Rumah Dian Regensi Sukolilo Surabaya (full Furnished Terawat ),2500000000,"Sukolilo, Surabaya",6,3,150,250,2,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual Rumah Lebak Jaya Kenjeran Surabaya,1100000000,"Kenjeran, Surabaya",3,2,62,75,1,1300,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Bagus 1lantai Shm Di Kenjeran Surabaya,2500000000,"Tambaksari, Surabaya",4,3,360,340,2,2200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Baru Kertajaya Surabaya,6800000000,"kertajaya, Surabaya",4,4,240,300,2,3500,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Raya Dharmahusada Surabaya,29000000000,"Dharma Husada, Surabaya",5,4,900,942,5,23000,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Baru 2lantai Karangasem Kenjeran Surabaya,800000000,"Tambaksari, Surabaya",3,2,50,80,1,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Puri Surya Jaya Dekat Bandara Juanda,3800000000,"Gedangan, Sidoarjo",4,4,240,189,1,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
Rumah Grand Surya Luas Tanah Besar Murah,790000000,"Sedati, Sidoarjo",3,2,135,70,1,1300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
Rumah Benowo Pakal Surabaya Masih Greesss,570000000,"Benowo, Surabaya",2,2,46,62,1,1300,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Baru 1 Bulan Bisa Ditempati Pillar Suruh,433000000,"Sukodono, Sidoarjo",2,1,72,36,1,1300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
RUMAH 2 LANTAI SIAP HUNI DI RUNGKUT ASRI TIMUR SURABAYA,3400000000,"Rungkut, Surabaya",4,4,200,300,1,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Tenggilis Mejoyo Surabaya,9500000000,"Tenggilis Mejoyo, Surabaya",6,5,525,450,1,2200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
*langka & Super Strategis!!! Dijual Ruang Usaha/ Rumah Tengah Kota Jl Flores Surabaya*,15000000000,"Ngagel, Surabaya",4,4,284,200,2,2200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
RUMAH BARU MINIMALIS 3 LANTAI DI WISMA ******** JL 10m,1550000000,"Surabaya Kota, Surabaya",4,4,67,165,1,2200,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Dijual Semi Furnish Baru Renovasi Di Dieng Malang,995000000,"Dieng, Malang",2,1,84,65,1,2200,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,HGB
Rumah Siap Huni Bangunan Berkualitas Di Pusat Kota Malang,500000000,"Malang Kota, Malang",2,1,72,72,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Dijual Rumah 2 Lantai Termurah Dikelasnya Wisata Bukit Mas,3000000000,"Lakarsantri, Surabaya",5,4,240,163,1,4400,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual Rumah Baru Modern 3Lantai RoofTop Raya Alam Hijau Citraland Surabaya Siap Huni SHM,6850000000,"Citraland, Surabaya",5,4,210,405,2,4400,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Sale Pantai Mentari Siap Huni,1550000000,"Kenjeran, Surabaya",3,3,72,110,1,1300,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Termurah Dikelasnya Rumah di Simpang LA. Sucipto Blimbing Malang,1700000000,"Blimbing, Malang",3,2,227,200,1,2200,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
"Rumah dharmahusada indah, dkt kertajaya, tengah kota, unair, manyar surabaya timur",13500000000,"Sukolilo, Surabaya",4,4,360,720,2,16500,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"rumah mewah Puri Galaksi, Jasmine Court surabaya timur",2500000000,"Sukolilo, Surabaya",3,3,96,104,1,4400,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
